created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2018-08-31 00:26:07 +0200,230,65.09,1994,60.85,,981.40,3,24.86,
2018-08-31 00:26:13 +0200,231,67.06,1946,60.96,,981.34,3,24.85,
2018-08-31 00:26:19 +0200,232,68.92,1923,61.02,,981.36,3,24.81,
2018-08-31 00:26:25 +0200,233,70.65,1899,61.04,,981.38,0,24.82,
2018-08-31 00:26:32 +0200,234,72.10,1883,61.11,,981.38,3,24.79,
2018-08-31 00:26:38 +0200,235,74.00,1878,61.12,,981.40,3,24.77,
2018-08-31 00:26:44 +0200,236,75.32,1875,61.21,,981.38,3,24.74,
2018-08-31 00:26:51 +0200,237,76.48,1869,61.25,,981.38,3,24.70,
2018-08-31 00:26:57 +0200,238,77.89,1869,61.31,,981.40,3,24.70,
2018-08-31 00:27:03 +0200,239,79.14,1867,61.38,,981.40,3,24.68,
2018-08-31 00:27:09 +0200,240,80.19,1865,61.43,,981.40,3,24.67,
2018-08-31 00:27:16 +0200,241,81.35,1860,61.46,,981.40,3,24.64,
2018-08-31 00:27:22 +0200,242,82.62,1856,61.52,,981.42,3,24.61,
2018-08-31 00:27:28 +0200,243,83.52,1853,61.57,,981.40,3,24.60,
2018-08-31 00:27:59 +0200,244,0.00,0,62.75,,981.32,0,24.30,
2018-08-31 00:28:05 +0200,245,60.69,409,62.82,,981.30,0,24.21,
2018-08-31 00:28:11 +0200,246,73.36,1282,62.66,,981.28,3,24.20,
2018-08-31 00:28:18 +0200,247,78.77,1698,62.56,,981.30,3,24.17,
2018-08-31 00:28:24 +0200,248,82.38,1720,62.57,,981.28,3,24.17,
2018-08-31 00:28:30 +0200,249,84.53,1727,62.53,,981.26,0,24.17,
2018-08-31 00:28:36 +0200,250,85.47,1723,62.46,,981.28,3,24.17,
2018-08-31 00:28:43 +0200,251,87.78,1717,62.48,,981.28,3,24.14,
2018-08-31 00:28:49 +0200,252,88.61,1715,62.42,,981.28,4,24.16,
2018-08-31 00:28:55 +0200,253,89.55,1709,62.35,,981.28,3,24.14,
2018-08-31 00:29:02 +0200,254,91.10,1710,62.35,,981.30,3,24.13,
2018-08-31 00:29:08 +0200,255,91.10,1707,62.38,,981.30,3,24.13,
2018-08-31 00:29:14 +0200,256,92.60,1706,62.39,,981.28,3,24.13,
2018-08-31 00:29:20 +0200,257,93.31,1706,62.28,,981.30,3,24.10,
2018-08-31 00:29:27 +0200,258,93.52,1702,62.12,,981.26,3,24.12,
2018-08-31 00:29:33 +0200,259,93.83,1699,62.10,,981.28,3,24.10,
2018-08-31 00:29:39 +0200,260,95.00,1695,62.21,,981.26,4,24.06,
2018-08-31 00:29:46 +0200,261,94.75,1694,62.35,,981.28,3,24.04,
2018-08-31 00:29:52 +0200,262,95.28,1693,62.42,,981.30,3,24.04,
2018-08-31 00:29:58 +0200,263,95.83,1691,62.24,,981.28,3,24.04,
2018-08-31 00:30:04 +0200,264,96.04,1691,62.15,,981.28,4,24.02,
2018-08-31 00:30:11 +0200,265,96.37,1689,61.70,,981.28,3,24.02,
2018-08-31 00:30:17 +0200,266,97.60,1689,61.70,,981.30,3,23.99,
2018-08-31 00:30:23 +0200,267,97.77,1686,61.91,,981.30,3,24.00,
2018-08-31 00:30:30 +0200,268,98.17,1684,61.98,,981.28,4,23.97,
2018-08-31 00:30:36 +0200,269,99.09,1680,61.26,,981.28,3,23.95,
2018-08-31 00:30:42 +0200,270,99.44,1677,61.50,,981.28,0,23.95,
2018-08-31 00:30:49 +0200,271,99.97,1674,61.91,,981.28,3,23.95,
2018-08-31 00:30:55 +0200,272,99.62,1672,62.04,,981.30,3,23.92,
2018-08-31 00:31:01 +0200,273,100.03,1671,61.98,,981.30,2,23.89,
2018-08-31 00:31:07 +0200,274,100.63,1669,61.99,,981.28,3,23.86,
