created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2018-08-31 21:22:11 +0200,1119,1,24.12,86.41,981.58,1880,,,160.16
2018-08-31 21:22:23 +0200,1120,1,24.12,86.45,981.58,1882,,,159.24
2018-08-31 21:22:35 +0200,1121,1,24.12,86.46,981.58,1882,,,159.09
2018-08-31 21:22:37 +0200,1122,404,21.60,,,,0.00,,
2018-08-31 21:22:47 +0200,1123,1,24.12,86.41,981.58,1882,,,160.32
2018-08-31 21:22:59 +0200,1124,1,24.09,86.42,981.58,1882,,,159.55
2018-08-31 21:23:11 +0200,1125,1,24.12,86.46,981.58,1883,,,160.63
2018-08-31 21:23:12 +0200,1126,404,21.60,,,,0.00,,
2018-08-31 21:23:24 +0200,1127,1,24.12,86.46,981.58,1885,,,160.32
2018-08-31 21:23:36 +0200,1128,1,24.10,86.47,981.58,1885,,,160.01
2018-08-31 21:23:47 +0200,1129,404,21.60,,,,0.00,,
2018-08-31 21:23:48 +0200,1130,1,24.12,86.44,981.60,1886,,,159.09
2018-08-31 21:24:00 +0200,1131,1,24.12,86.46,981.58,1885,,,159.24
2018-08-31 21:24:12 +0200,1132,1,24.12,86.46,981.60,1883,,,159.70
2018-08-31 21:24:22 +0200,1133,404,21.59,,,,0.00,,
2018-08-31 21:24:25 +0200,1134,1,24.09,86.47,981.60,1884,,,159.70
2018-08-31 21:24:37 +0200,1135,1,24.10,86.50,981.60,1882,,,159.09
2018-08-31 21:24:49 +0200,1136,1,24.09,86.49,981.60,1883,,,159.86
2018-08-31 21:24:57 +0200,1137,404,21.59,,,,0.00,,
2018-08-31 21:25:01 +0200,1138,1,24.10,86.53,981.60,1883,,,159.70
2018-08-31 21:25:13 +0200,1139,1,24.12,86.52,981.62,1885,,,160.01
2018-08-31 21:25:25 +0200,1140,1,24.12,86.52,981.62,1883,,,159.70
2018-08-31 21:25:32 +0200,1141,404,21.58,,,,0.00,,
2018-08-31 21:25:38 +0200,1142,1,24.10,86.51,981.60,1884,,,159.24
2018-08-31 21:25:50 +0200,1143,1,24.10,86.52,981.60,1883,,,159.09
2018-08-31 21:26:02 +0200,1144,1,24.09,86.50,981.60,1883,,,160.16
2018-08-31 21:26:07 +0200,1145,404,21.58,,,,0.00,,
2018-08-31 21:26:14 +0200,1146,1,24.09,86.56,981.60,1883,,,159.70
2018-08-31 21:26:26 +0200,1147,1,24.12,86.56,981.60,1882,,,159.70
2018-08-31 21:26:38 +0200,1148,1,24.10,86.54,981.60,1883,,,160.01
2018-08-31 21:26:42 +0200,1149,404,21.57,,,,0.00,,
2018-08-31 21:26:51 +0200,1150,1,24.12,86.55,981.60,1884,,,159.40
2018-08-31 21:27:03 +0200,1151,1,24.10,86.55,981.64,1885,,,159.55
2018-08-31 21:27:15 +0200,1152,1,24.10,86.55,981.60,1884,,,159.70
2018-08-31 21:27:17 +0200,1153,404,21.56,,,,0.00,,
2018-08-31 21:27:27 +0200,1154,1,24.10,86.60,981.60,1885,,,159.40
2018-08-31 21:27:40 +0200,1155,1,24.10,86.60,981.62,1885,,,160.32
2018-08-31 21:27:52 +0200,1156,404,21.55,,,,0.00,,
2018-08-31 21:27:52 +0200,1157,1,24.09,86.62,981.62,1884,,,158.48
2018-08-31 21:28:05 +0200,1158,1,24.10,86.59,981.62,1884,,,159.40
2018-08-31 21:28:17 +0200,1159,1,24.10,86.59,981.60,1884,,,159.09
2018-08-31 21:28:27 +0200,1160,404,21.55,,,,0.00,,
2018-08-31 21:28:29 +0200,1161,1,24.09,86.56,981.62,1884,,,159.70
2018-08-31 21:28:41 +0200,1162,1,24.09,86.60,981.62,1882,,,159.55
2018-08-31 21:28:53 +0200,1163,1,24.08,86.60,981.64,1883,,,159.70
2018-08-31 21:29:03 +0200,1164,404,21.54,,,,0.00,,
2018-08-31 21:29:05 +0200,1165,1,24.09,86.58,981.64,1884,,,159.55
2018-08-31 21:29:18 +0200,1166,1,24.10,86.59,981.62,1884,,,159.70
2018-08-31 21:29:30 +0200,1167,1,24.08,86.61,981.64,1883,,,159.40
2018-08-31 21:29:38 +0200,1168,404,21.54,,,,0.00,,
2018-08-31 21:29:42 +0200,1169,1,24.09,86.63,981.62,1883,,,159.70
2018-08-31 21:29:54 +0200,1170,1,24.05,86.59,981.62,1885,,,160.01
2018-08-31 21:30:06 +0200,1171,1,24.08,86.62,981.64,1885,,,159.40
2018-08-31 21:30:13 +0200,1172,404,21.54,,,,0.00,,
2018-08-31 21:30:18 +0200,1173,1,24.09,86.64,981.64,1885,,,160.63
2018-08-31 21:30:31 +0200,1174,1,24.08,86.64,981.64,1884,,,159.70
2018-08-31 21:30:43 +0200,1175,1,24.08,86.62,981.64,1882,,,160.32
2018-08-31 21:30:48 +0200,1176,404,21.53,,,,0.00,,
2018-08-31 21:30:55 +0200,1177,1,24.09,86.63,981.64,1882,,,159.55
2018-08-31 21:31:07 +0200,1178,1,24.08,86.61,981.64,1883,,,159.86
2018-08-31 21:31:19 +0200,1179,1,24.10,86.66,981.64,1883,,,160.32
2018-08-31 21:31:23 +0200,1180,404,21.53,,,,0.00,,
2018-08-31 21:31:31 +0200,1181,1,24.09,86.60,981.64,1884,,,159.70
2018-08-31 21:31:44 +0200,1182,1,24.08,86.63,981.64,1883,,,160.63
2018-08-31 21:31:56 +0200,1183,1,24.06,86.62,981.66,1883,,,159.70
2018-08-31 21:31:58 +0200,1184,404,21.53,,,,0.00,,
2018-08-31 21:32:08 +0200,1185,1,24.10,86.64,981.64,1883,,,160.01
2018-08-31 21:32:20 +0200,1186,1,24.06,86.62,981.64,1884,,,159.86
2018-08-31 21:32:32 +0200,1187,1,24.09,86.67,981.66,1885,,,159.70
2018-08-31 21:32:33 +0200,1188,404,21.53,,,,0.00,,
2018-08-31 21:32:44 +0200,1189,1,24.08,86.68,981.66,1885,,,160.16
2018-08-31 21:32:57 +0200,1190,1,24.09,86.66,981.68,1885,,,160.32
2018-08-31 21:33:09 +0200,1191,404,21.53,,,,0.00,,
2018-08-31 21:33:09 +0200,1192,1,24.06,86.67,981.66,1884,,,160.16
2018-08-31 21:33:21 +0200,1193,1,24.09,86.67,981.62,1887,,,160.63
2018-08-31 21:33:33 +0200,1194,1,24.08,86.69,981.62,1889,,,159.70
2018-08-31 21:33:44 +0200,1195,404,21.53,,,,0.00,,
2018-08-31 21:33:45 +0200,1196,1,24.08,86.69,981.62,1889,,,160.63
2018-08-31 21:33:57 +0200,1197,1,24.08,86.70,981.62,1888,,,159.86
2018-08-31 21:34:10 +0200,1198,1,24.06,86.67,981.62,1889,,,159.70
2018-08-31 21:34:19 +0200,1199,404,21.53,,,,0.00,,
2018-08-31 21:34:22 +0200,1200,1,24.06,86.67,981.62,1889,,,160.16
2018-08-31 21:34:34 +0200,1201,1,24.08,86.72,981.64,1890,,,159.55
2018-08-31 21:34:46 +0200,1202,1,24.06,86.70,981.64,1890,,,159.70
2018-08-31 21:34:54 +0200,1203,404,21.52,,,,0.00,,
2018-08-31 21:34:58 +0200,1204,1,24.08,86.69,981.62,1892,,,159.55
2018-08-31 21:35:11 +0200,1205,1,24.06,86.67,981.64,1892,,,160.32
2018-08-31 21:35:23 +0200,1206,1,24.08,86.69,981.64,1895,,,160.32
2018-08-31 21:35:29 +0200,1207,404,21.52,,,,0.00,,
2018-08-31 21:35:35 +0200,1208,1,24.08,86.71,981.64,1897,,,160.01
2018-08-31 21:35:47 +0200,1209,1,24.06,86.70,981.64,1897,,,159.40
2018-08-31 21:35:59 +0200,1210,1,24.06,86.70,981.64,1897,,,160.32
2018-08-31 21:36:04 +0200,1211,404,21.52,,,,0.00,,
2018-08-31 21:36:11 +0200,1212,1,24.08,86.71,981.66,1900,,,159.86
2018-08-31 21:36:24 +0200,1213,1,24.09,86.72,981.64,1900,,,160.16
2018-08-31 21:36:36 +0200,1214,1,24.06,86.74,981.64,1899,,,159.86
2018-08-31 21:36:39 +0200,1215,404,21.52,,,,0.00,,
2018-08-31 21:36:48 +0200,1216,1,24.06,86.72,981.64,1898,,,160.47
2018-08-31 21:37:01 +0200,1217,1,24.06,86.77,981.64,1900,,,160.16
2018-08-31 21:37:13 +0200,1218,1,24.06,86.77,981.66,1899,,,158.48
2018-08-31 21:37:14 +0200,1219,404,21.52,,,,0.00,,
2018-08-31 21:37:26 +0200,1220,1,24.08,86.74,981.66,1898,,,159.09
2018-08-31 21:37:38 +0200,1221,1,24.03,86.75,981.66,1899,,,159.09
2018-08-31 21:37:49 +0200,1222,404,21.51,,,,0.00,,
2018-08-31 21:37:50 +0200,1223,1,24.08,86.72,981.66,1900,,,159.40
2018-08-31 21:38:02 +0200,1224,1,24.05,86.75,981.68,1901,,,159.24
2018-08-31 21:38:14 +0200,1225,1,24.06,86.77,981.68,1901,,,159.70
2018-08-31 21:38:24 +0200,1226,404,21.50,,,,0.00,,
2018-08-31 21:38:26 +0200,1227,1,24.05,86.76,981.68,1902,,,160.01
2018-08-31 21:38:39 +0200,1228,1,24.08,86.84,981.68,1902,,,160.16
2018-08-31 21:38:51 +0200,1229,1,24.05,86.84,981.66,1902,,,159.40
2018-08-31 21:38:59 +0200,1230,404,21.51,,,,0.00,,
2018-08-31 21:39:03 +0200,1231,1,24.06,86.86,981.66,1899,,,160.32
2018-08-31 21:39:15 +0200,1232,1,24.06,86.83,981.68,1900,,,159.70
2018-08-31 21:39:27 +0200,1233,1,24.06,86.84,981.68,1900,,,159.09
2018-08-31 21:39:34 +0200,1234,404,21.49,,,,0.00,,
2018-08-31 21:39:39 +0200,1235,1,24.06,86.83,981.68,1901,,,159.70
2018-08-31 21:39:52 +0200,1236,1,24.06,86.87,981.68,1900,,,159.40
2018-08-31 21:40:04 +0200,1237,1,24.05,86.79,981.68,1898,,,159.09
2018-08-31 21:40:09 +0200,1238,404,21.50,,,,0.00,,
2018-08-31 21:40:16 +0200,1239,1,24.06,86.83,981.68,1899,,,158.94
2018-08-31 21:40:28 +0200,1240,1,24.05,86.88,981.70,1900,,,159.55
2018-08-31 21:40:40 +0200,1241,1,24.03,86.85,981.70,1901,,,159.70
2018-08-31 21:40:44 +0200,1242,404,21.49,,,,0.00,,
2018-08-31 21:40:52 +0200,1243,1,24.06,86.82,981.70,1902,,,160.16
2018-08-31 21:41:05 +0200,1244,1,24.05,86.85,981.70,1902,,,159.70
2018-08-31 21:41:17 +0200,1245,1,24.06,86.84,981.72,1903,,,160.16
2018-08-31 21:41:19 +0200,1246,404,21.49,,,,0.00,,
2018-08-31 21:41:29 +0200,1247,1,24.06,86.81,981.72,1903,,,160.16
2018-08-31 21:41:42 +0200,1248,1,24.05,86.84,981.72,1903,,,160.32
2018-08-31 21:41:54 +0200,1249,404,21.49,,,,0.00,,
2018-08-31 21:41:54 +0200,1250,1,24.06,86.85,981.72,1905,,,158.79
2018-08-31 21:42:07 +0200,1251,1,24.06,86.82,981.72,1907,,,159.24
2018-08-31 21:42:19 +0200,1252,1,24.05,86.79,981.72,1908,,,158.18
2018-08-31 21:42:29 +0200,1253,404,21.49,,,,0.00,,
2018-08-31 21:42:31 +0200,1254,1,24.08,86.85,981.70,1908,,,159.09
2018-08-31 21:42:43 +0200,1255,1,24.03,86.85,981.70,1907,,,159.55
2018-08-31 21:42:55 +0200,1256,1,24.05,86.87,981.70,1908,,,158.79
2018-08-31 21:43:04 +0200,1257,404,21.48,,,,0.00,,
2018-08-31 21:43:07 +0200,1258,1,24.03,86.89,981.72,1910,,,159.40
2018-08-31 21:43:20 +0200,1259,1,24.05,86.90,981.72,1910,,,159.86
2018-08-31 21:43:32 +0200,1260,1,24.05,86.88,981.74,1911,,,159.86
2018-08-31 21:43:39 +0200,1261,404,21.47,,,,0.00,,
2018-08-31 21:43:44 +0200,1262,1,24.03,86.91,981.76,1911,,,159.09
2018-08-31 21:43:56 +0200,1263,1,24.03,86.92,981.74,1912,,,160.16
2018-08-31 21:44:08 +0200,1264,1,24.03,86.92,981.74,1914,,,159.40
2018-08-31 21:44:14 +0200,1265,404,21.46,,,,0.00,,
2018-08-31 21:44:21 +0200,1266,1,24.05,86.89,981.74,1913,,,160.78
2018-08-31 21:44:33 +0200,1267,1,24.05,86.88,981.76,1914,,,158.48
2018-08-31 21:44:45 +0200,1268,1,24.03,86.85,981.74,1915,,,159.70
2018-08-31 21:44:49 +0200,1269,404,21.47,,,,0.00,,
2018-08-31 21:44:57 +0200,1270,1,24.08,86.91,981.74,1915,,,159.86
2018-08-31 21:45:09 +0200,1271,1,24.05,86.95,981.74,1917,,,160.32
2018-08-31 21:45:22 +0200,1272,1,24.06,86.92,981.76,1917,,,160.94
2018-08-31 21:45:24 +0200,1273,404,21.46,,,,0.00,,
2018-08-31 21:45:34 +0200,1274,1,24.03,86.92,981.74,1918,,,160.47
2018-08-31 21:45:46 +0200,1275,1,24.03,86.92,981.76,1918,,,160.16
2018-08-31 21:45:58 +0200,1276,1,24.05,86.93,981.74,1920,,,159.86
2018-08-31 21:45:59 +0200,1277,404,21.46,,,,0.00,,
2018-08-31 21:46:10 +0200,1278,1,24.05,86.95,981.74,1919,,,159.09
2018-08-31 21:46:23 +0200,1279,1,24.03,86.94,981.76,1920,,,159.55
2018-08-31 21:46:34 +0200,1280,404,21.45,,,,0.00,,
2018-08-31 21:46:35 +0200,1281,1,24.05,86.93,981.76,1920,,,159.86
2018-08-31 21:46:47 +0200,1282,1,24.05,86.93,981.76,1920,,,160.47
2018-08-31 21:46:59 +0200,1283,1,24.05,86.93,981.76,1921,,,160.78
2018-08-31 21:47:09 +0200,1284,404,21.45,,,,0.00,,
2018-08-31 21:47:11 +0200,1285,1,24.02,86.94,981.76,1922,,,159.70
2018-08-31 21:47:23 +0200,1286,1,24.03,86.91,981.76,1921,,,159.55
2018-08-31 21:47:36 +0200,1287,1,24.03,86.95,981.74,1920,,,159.70
2018-08-31 21:47:44 +0200,1288,404,21.44,,,,0.00,,
2018-08-31 21:47:48 +0200,1289,1,24.05,86.97,981.76,1921,,,160.63
2018-08-31 21:48:00 +0200,1290,1,24.03,87.01,981.76,1920,,,160.32
2018-08-31 21:48:12 +0200,1291,1,24.03,86.98,981.77,1920,,,159.86
2018-08-31 21:48:19 +0200,1292,404,21.45,,,,0.00,,
2018-08-31 21:48:24 +0200,1293,1,24.03,86.96,981.76,1919,,,159.86
2018-08-31 21:48:37 +0200,1294,1,24.00,86.98,981.76,1919,,,159.55
2018-08-31 21:48:49 +0200,1295,1,24.03,86.98,981.76,1919,,,159.40
2018-08-31 21:48:55 +0200,1296,404,21.44,,,,0.00,,
2018-08-31 21:49:01 +0200,1297,1,24.03,86.98,981.76,1917,,,159.70
2018-08-31 21:49:13 +0200,1298,1,24.02,86.97,981.76,1919,,,159.86
2018-08-31 21:49:25 +0200,1299,1,24.02,86.98,981.81,1919,,,159.86
2018-08-31 21:49:30 +0200,1300,404,21.44,,,,0.00,,
2018-08-31 21:49:37 +0200,1301,1,24.02,87.01,981.79,1919,,,159.40
2018-08-31 21:49:50 +0200,1302,1,24.03,87.04,981.79,1918,,,160.01
2018-08-31 21:50:02 +0200,1303,1,24.03,86.98,981.79,1919,,,159.70
2018-08-31 21:50:05 +0200,1304,404,21.44,,,,0.00,,
2018-08-31 21:50:14 +0200,1305,1,24.03,87.02,981.79,1918,,,159.86
2018-08-31 21:50:26 +0200,1306,1,24.02,87.03,981.79,1919,,,159.09
2018-08-31 21:50:38 +0200,1307,1,24.05,87.03,981.79,1920,,,159.09
2018-08-31 21:50:40 +0200,1308,404,21.44,,,,0.00,,
2018-08-31 21:50:50 +0200,1309,1,24.02,87.02,981.81,1920,,,160.32
2018-08-31 21:51:03 +0200,1310,1,24.02,87.04,981.79,1922,,,159.86
2018-08-31 21:51:15 +0200,1311,404,21.43,,,,0.00,,
2018-08-31 21:51:15 +0200,1312,1,24.02,87.04,981.81,1922,,,159.86
2018-08-31 21:51:27 +0200,1313,1,24.02,87.04,981.81,1921,,,159.86
2018-08-31 21:51:39 +0200,1314,1,24.02,87.06,981.81,1922,,,159.70
2018-08-31 21:51:50 +0200,1315,404,21.43,,,,0.00,,
2018-08-31 21:51:51 +0200,1316,1,24.02,87.04,981.81,1924,,,159.55
2018-08-31 21:52:03 +0200,1317,1,24.05,87.03,981.81,1924,,,160.01
2018-08-31 21:52:16 +0200,1318,1,24.02,87.04,981.81,1925,,,160.01
2018-08-31 21:52:25 +0200,1319,404,21.43,,,,0.00,,
2018-08-31 21:52:28 +0200,1320,1,24.03,87.03,981.81,1925,,,160.01
2018-08-31 21:52:40 +0200,1321,1,24.02,87.01,981.81,1926,,,159.55
2018-08-31 21:52:52 +0200,1322,1,24.02,87.07,981.83,1926,,,159.70
2018-08-31 21:53:00 +0200,1323,404,21.41,,,,0.00,,
2018-08-31 21:53:05 +0200,1324,1,24.02,87.03,981.77,1926,,,159.70
2018-08-31 21:53:17 +0200,1325,1,24.02,87.06,981.77,1926,,,160.63
2018-08-31 21:53:29 +0200,1326,1,24.00,87.04,981.79,1926,,,158.48
2018-08-31 21:53:35 +0200,1327,404,21.40,,,,0.00,,
2018-08-31 21:53:41 +0200,1328,1,24.02,87.06,981.79,1926,,,159.24
2018-08-31 21:53:54 +0200,1329,1,24.02,87.07,981.79,1925,,,159.09
2018-08-31 21:54:06 +0200,1330,1,24.02,87.08,981.79,1926,,,159.70
2018-08-31 21:54:10 +0200,1331,404,21.40,,,,0.00,,
2018-08-31 21:54:18 +0200,1332,1,24.02,87.11,981.79,1926,,,159.86
2018-08-31 21:54:30 +0200,1333,1,24.05,87.10,981.79,1927,,,160.63
2018-08-31 21:54:42 +0200,1334,1,24.03,87.07,981.79,1927,,,160.01
2018-08-31 21:54:45 +0200,1335,404,21.40,,,,0.00,,
2018-08-31 21:54:54 +0200,1336,1,24.03,87.08,981.81,1927,,,159.40
2018-08-31 21:55:07 +0200,1337,1,24.03,87.09,981.81,1927,,,160.63
2018-08-31 21:55:19 +0200,1338,1,24.02,87.06,981.79,1927,,,159.09
2018-08-31 21:55:20 +0200,1339,404,21.39,,,,0.00,,
2018-08-31 21:55:31 +0200,1340,1,24.02,87.07,981.79,1928,,,160.01
2018-08-31 21:55:44 +0200,1341,1,24.05,87.08,981.81,1928,,,160.16
2018-08-31 21:55:55 +0200,1342,404,21.39,,,,0.00,,
2018-08-31 21:55:56 +0200,1343,1,24.02,87.10,981.77,1926,,,157.58
2018-08-31 21:56:09 +0200,1344,1,24.03,87.07,981.79,1927,,,159.70
2018-08-31 21:56:21 +0200,1345,1,23.99,87.09,981.79,1927,,,159.09
2018-08-31 21:56:30 +0200,1346,404,21.37,,,,0.00,,
2018-08-31 21:56:33 +0200,1347,1,24.00,87.09,981.81,1926,,,159.24
2018-08-31 21:56:45 +0200,1348,1,24.02,87.06,981.81,1925,,,159.86
2018-08-31 21:56:57 +0200,1349,1,23.98,87.05,981.81,1926,,,159.86
2018-08-31 21:57:05 +0200,1350,404,21.38,,,,0.00,,
2018-08-31 21:57:09 +0200,1351,1,24.02,87.10,981.81,1926,,,160.16
2018-08-31 21:57:22 +0200,1352,1,24.02,87.09,981.81,1927,,,160.32
2018-08-31 21:57:34 +0200,1353,1,24.02,87.10,981.81,1927,,,160.16
2018-08-31 21:57:40 +0200,1354,404,21.37,,,,0.00,,
2018-08-31 21:57:46 +0200,1355,1,23.99,87.05,981.81,1926,,,159.70
2018-08-31 21:57:58 +0200,1356,1,24.02,87.08,981.81,1926,,,159.40
2018-08-31 21:58:10 +0200,1357,1,24.00,87.06,981.81,1928,,,159.86
2018-08-31 21:58:15 +0200,1358,404,21.37,,,,0.00,,
2018-08-31 21:58:22 +0200,1359,1,24.03,87.05,981.81,1928,,,158.48
2018-08-31 21:58:35 +0200,1360,1,23.99,87.08,981.81,1928,,,159.86
2018-08-31 21:58:47 +0200,1361,1,24.02,87.06,981.81,1927,,,160.47
2018-08-31 21:58:50 +0200,1362,404,21.36,,,,0.00,,
2018-08-31 21:58:59 +0200,1363,1,24.02,87.04,981.79,1929,,,159.70
2018-08-31 21:59:11 +0200,1364,1,24.02,87.08,981.79,1931,,,160.01
2018-08-31 21:59:23 +0200,1365,1,24.00,87.08,981.81,1931,,,159.70
2018-08-31 21:59:25 +0200,1366,404,21.36,,,,0.00,,
2018-08-31 21:59:35 +0200,1367,1,24.02,87.07,981.81,1931,,,159.40
2018-08-31 21:59:48 +0200,1368,1,24.00,87.09,981.81,1930,,,159.24
2018-08-31 22:00:00 +0200,1369,1,24.00,87.06,981.81,1930,,,159.70
2018-08-31 22:00:00 +0200,1370,404,21.35,,,,0.00,,
2018-08-31 22:00:12 +0200,1371,1,24.02,87.08,981.81,1931,,,159.40
2018-08-31 22:00:24 +0200,1372,1,24.02,87.04,981.81,1932,,,160.16
2018-08-31 22:00:35 +0200,1373,404,21.36,,,,0.00,,
2018-08-31 22:00:36 +0200,1374,1,23.98,87.07,981.81,1930,,,159.55
2018-08-31 22:00:48 +0200,1375,1,24.02,87.10,981.81,1928,,,159.09
2018-08-31 22:01:01 +0200,1376,1,23.98,87.08,981.81,1930,,,159.70
2018-08-31 22:01:10 +0200,1377,404,21.35,,,,0.00,,
2018-08-31 22:01:13 +0200,1378,1,23.99,87.07,981.79,1929,,,160.32
2018-08-31 22:01:25 +0200,1379,1,23.99,87.08,981.79,1928,,,160.32
2018-08-31 22:01:37 +0200,1380,1,23.99,87.06,981.79,1928,,,160.16
2018-08-31 22:01:46 +0200,1381,404,21.34,,,,0.00,,
2018-08-31 22:01:49 +0200,1382,1,23.99,87.08,981.81,1929,,,160.16
2018-08-31 22:02:01 +0200,1383,1,23.98,87.03,981.81,1930,,,159.86
2018-08-31 22:02:13 +0200,1384,1,24.00,87.08,981.81,1931,,,159.70
2018-08-31 22:02:21 +0200,1385,404,21.35,,,,0.00,,
2018-08-31 22:02:26 +0200,1386,1,23.99,87.08,981.83,1931,,,160.78
2018-08-31 22:02:38 +0200,1387,1,23.99,87.09,981.81,1933,,,159.70
2018-08-31 22:02:50 +0200,1388,1,24.00,87.05,981.81,1933,,,160.47
2018-08-31 22:02:56 +0200,1389,404,21.34,,,,0.00,,
2018-08-31 22:03:02 +0200,1390,1,24.02,87.04,981.81,1933,,,159.55
2018-08-31 22:03:14 +0200,1391,1,24.00,87.07,981.77,1933,,,159.24
2018-08-31 22:03:26 +0200,1392,1,23.99,87.03,981.81,1933,,,159.70
2018-08-31 22:03:31 +0200,1393,404,21.34,,,,0.00,,
2018-08-31 22:03:39 +0200,1394,1,24.00,86.99,981.83,1934,,,160.32
2018-08-31 22:03:51 +0200,1395,1,23.99,87.04,981.79,1933,,,159.40
2018-08-31 22:04:03 +0200,1396,1,24.00,87.01,981.79,1933,,,160.16
2018-08-31 22:04:06 +0200,1397,404,21.33,,,,0.00,,
2018-08-31 22:04:15 +0200,1398,1,23.99,87.02,981.79,1933,,,160.94
2018-08-31 22:04:27 +0200,1399,1,24.02,87.01,981.79,1934,,,160.01
2018-08-31 22:04:39 +0200,1400,1,23.99,87.03,981.79,1934,,,160.01
2018-08-31 22:04:41 +0200,1401,404,21.33,,,,0.00,,
2018-08-31 22:04:52 +0200,1402,1,23.98,87.03,981.79,1937,,,159.40
2018-08-31 22:05:04 +0200,1403,1,23.98,87.01,981.79,1938,,,159.70
2018-08-31 22:05:16 +0200,1404,404,21.33,,,,0.00,,
2018-08-31 22:05:16 +0200,1405,1,23.99,87.00,981.79,1940,,,159.70
2018-08-31 22:05:28 +0200,1406,1,23.99,86.99,981.79,1943,,,159.09
2018-08-31 22:05:40 +0200,1407,1,23.98,87.02,981.81,1943,,,159.70
2018-08-31 22:05:51 +0200,1408,404,21.33,,,,0.00,,
2018-08-31 22:05:53 +0200,1409,1,23.99,86.98,981.79,1942,,,158.94
2018-08-31 22:06:05 +0200,1410,1,23.99,87.00,981.79,1942,,,159.70
2018-08-31 22:06:17 +0200,1411,1,23.99,87.00,981.79,1942,,,159.70
2018-08-31 22:06:26 +0200,1412,404,21.33,,,,0.00,,
2018-08-31 22:06:29 +0200,1413,1,23.98,87.00,981.79,1942,,,159.09
2018-08-31 22:06:41 +0200,1414,1,23.98,86.97,981.79,1941,,,159.40
2018-08-31 22:06:53 +0200,1415,1,23.99,87.02,981.79,1942,,,159.40
2018-08-31 22:07:02 +0200,1416,404,21.33,,,,0.00,,
2018-08-31 22:07:06 +0200,1417,1,23.99,87.03,981.79,1940,,,159.24
2018-08-31 22:07:18 +0200,1418,1,23.99,87.04,981.79,1939,,,159.70
2018-08-31 22:07:30 +0200,1419,1,23.96,87.03,981.79,1938,,,159.70
2018-08-31 22:07:37 +0200,1420,404,21.32,,,,0.00,,
2018-08-31 22:07:42 +0200,1421,1,23.96,87.00,981.77,1938,,,159.40
2018-08-31 22:07:54 +0200,1422,1,24.00,87.02,981.77,1936,,,160.32
2018-08-31 22:08:06 +0200,1423,1,23.99,87.00,981.77,1935,,,159.09
2018-08-31 22:08:12 +0200,1424,404,21.32,,,,0.00,,
2018-08-31 22:08:19 +0200,1425,1,23.99,87.06,981.77,1935,,,159.70
2018-08-31 22:08:31 +0200,1426,1,23.98,87.03,981.79,1935,,,160.63
2018-08-31 22:08:43 +0200,1427,1,23.98,87.02,981.79,1936,,,159.70
2018-08-31 22:08:47 +0200,1428,404,21.32,,,,0.00,,
2018-08-31 22:08:55 +0200,1429,1,23.98,86.98,981.77,1936,,,159.24
2018-08-31 22:09:07 +0200,1430,1,23.98,87.01,981.77,1937,,,159.40
2018-08-31 22:09:19 +0200,1431,1,23.98,86.99,981.79,1936,,,159.70
2018-08-31 22:09:22 +0200,1432,404,21.32,,,,0.00,,
2018-08-31 22:09:32 +0200,1433,1,23.99,87.00,981.79,1935,,,160.32
2018-08-31 22:09:44 +0200,1434,1,23.98,86.99,981.77,1936,,,159.40
2018-08-31 22:09:56 +0200,1435,1,23.99,86.96,981.79,1936,,,159.86
2018-08-31 22:09:57 +0200,1436,404,21.31,,,,0.00,,
2018-08-31 22:10:08 +0200,1437,1,23.98,86.99,981.77,1936,,,159.40
2018-08-31 22:10:20 +0200,1438,1,23.98,86.99,981.77,1935,,,159.24
2018-08-31 22:10:32 +0200,1439,404,21.31,,,,0.00,,
2018-08-31 22:10:32 +0200,1440,1,23.98,86.97,981.77,1934,,,159.24
2018-08-31 22:10:45 +0200,1441,1,23.98,86.95,981.77,1932,,,159.09
2018-08-31 22:10:57 +0200,1442,1,23.98,86.95,981.77,1933,,,159.09
2018-08-31 22:11:07 +0200,1443,404,21.31,,,,0.00,,
2018-08-31 22:11:09 +0200,1444,1,24.00,86.96,981.76,1933,,,159.40
2018-08-31 22:11:21 +0200,1445,1,23.98,86.92,981.77,1933,,,159.70
2018-08-31 22:11:33 +0200,1446,1,23.98,86.92,981.77,1934,,,160.01
2018-08-31 22:11:42 +0200,1447,404,21.30,,,,0.00,,
2018-08-31 22:11:45 +0200,1448,1,23.99,86.96,981.79,1934,,,159.86
2018-08-31 22:11:58 +0200,1449,1,23.98,86.89,981.79,1932,,,159.70
2018-08-31 22:12:10 +0200,1450,1,23.99,86.92,981.79,1930,,,160.01
2018-08-31 22:12:17 +0200,1451,404,21.31,,,,0.00,,
2018-08-31 22:12:22 +0200,1452,1,23.99,86.94,981.79,1929,,,158.63
2018-08-31 22:12:34 +0200,1453,1,23.98,86.94,981.79,1927,,,159.70
2018-08-31 22:12:46 +0200,1454,1,23.96,86.95,981.79,1929,,,159.86
2018-08-31 22:12:53 +0200,1455,404,21.30,,,,0.00,,
2018-08-31 22:12:58 +0200,1456,1,23.98,86.94,981.79,1930,,,159.40
2018-08-31 22:13:11 +0200,1457,1,23.99,86.92,981.79,1929,,,159.24
2018-08-31 22:13:23 +0200,1458,1,23.99,86.93,981.77,1928,,,158.94
2018-08-31 22:13:28 +0200,1459,404,21.31,,,,0.00,,
